Year,pos,player,WOE,WAR
2007,RB, Ahmad Bradshaw,-1.4954954954954955,-0.6083730789613142
2007,RB, Rock Cartwright,-2.036036036036036,-1.0010598834128246
2007,RB, Patrick Cobbs,-1.956956956956957,-0.9219808043337454
2007,RB, Jameel Cook,-2.174674674674675,-1.0657716540069482
2007,RB, Nick Goings,-0.5975975975975976,-0.30189012541953714
2007,RB, Jerome Harrison,-0.8413413413413413,-0.32385326502973555
2007,RB, Greg Jones,-1.7962962962962963,-0.6873932756285697
2007,RB, Mike Karney,-1.8493493493493494,-0.7404463286816227
2007,RB, Dan Kreider,-1.5735735735735736,-0.8343048931284226
2007,RB, John Kuhn,-2.293793793793794,-1.1848907731260672
2007,RB, Luke Lawton,-1.4754754754754755,-0.7362067950303245
2007,RB, Reagan Maui'a,-2.350850850850851,-1.2419478301831244
2007,RB, Corey McIntyre,-1.9804804804804805,-1.019431195901784
2007,RB, Travis Minor,-1.972972972972973,-0.9379968203497615
2007,RB, Oren O'Neal,-1.7977977977977977,-0.9106753812636164
2007,RB, Montell Owens,-2.3268268268268266,-1.2179238061591
2007,RB, Andrew Pinnock,-1.334834834834835,-0.669493022434199
2007,RB, Michael Robinson,-1.8148148148148149,-0.7798386621916034
2007,RB, B.J. Sams,-0.15465465465465467,-0.08072778661013956
2007,RB, Josh Scobey,-0.8918918918918919,-0.4483306836248012
2007,RB, Kolby Smith,-1.2247247247247248,-0.11582170405699821
2007,RB, Terrelle Smith,-2.1546546546546548,-1.0457516339869282
2007,RB, Darren Sproles,-1.6686686686686687,-0.6336925160454572
2007,RB, Tyson Thompson,-1.0355355355355356,-0.5180474592239298
2007,RB, Kenny Watson,-0.12362362362362363,0.985279397044103
2007,RB, Leonard Weaver,-1.547047047047047,-0.4381440263793204
2007,RB, Dwayne Wright,-1.8093093093093093,-0.8482600247306129
2007,RB, Mewelde Moore,-1.493993993993994,-0.6807984455043278
2007,RB, Korey Hall,-2.0235235235235236,-1.0624742389448272
2007,RB, Ryan Grant,-0.016016016016016016,1.0189601366071954
2007,RB, Alvin Pearman,-0.44494494494494496,-0.22316434081139963
2007,RB, Charles Ali,-1.8388388388388388,-0.9517164223046575
2007,RB, Darian Barnes,-0.7152152152152152,-0.34558087499263973
2007,RB, Aveion Cason,-1.362862862862863,-0.5496673143731968
2007,RB, Tim Castille,-0.17067067067067068,-0.09674380262615558
2007,RB, Clifton Dawson,-1.6086086086086087,-0.7214861920744273
2007,RB, Reno Mahe,-2.063063063063063,-1.0280869104398513
2007,RB, Artose Pinner,-0.8778778778778779,-0.4343166696107872
2007,RB, Gary Russell,-0.4519519519519519,-0.2301713478184066
2007,RB, Garrett Wolfe,-1.5105105105105106,-0.6233880939763292
2007,RB, Samkon Gado,-0.6381381381381381,0.027203674262497812
2007,RB, Kevin Jones,-0.15165165165165165,0.8093976329270448
2007,RB, Tony Hunt,-0.9864864864864865,-0.46899841017488075
2007,RB, Adimchinobe Echemandu,-1.2597597597597598,-0.5944179473591239
2007,RB, Vernand Morency,-1.4054054054054055,-0.5182829888712241
2007,RB, Kyle Eckel,-1.4764764764764764,-0.5893540599422951
2007,RB, DeDe Dorsey,-1.470970970970971,-0.6577754224813049
2007,RB, Andre Hall,-0.9014014014014013,-0.2360595890007654
2007,RB, Antonio Pittman,-1.3453453453453454,-0.6060766649001944
2007,RB, Mike Anderson,-1.087087087087087,-0.49567214273096616
2007,RB, Casey Cramer,-0.7692692692692693,-0.3996349290466938
2007,RB, Zack Crockett,-0.3013013013013013,-0.15344756521227107
2007,RB, Lionel Gates,-0.16266266266266266,-0.08873579461814755
2007,RB, Dominic Rhodes,-1.0655655655655656,-0.40022375316492964
2007,RB, Pierre Thomas,-1.2502502502502502,-0.5109815698050991
2007,RB, Chris Henry,-0.5355355355355356,-0.0919743272684449
2007,RB, Priest Holmes,-0.3843843843843844,-0.08867691220632395
2007,RB, Quinton Ganther,-0.2822822822822823,-0.1344285461932521
2007,RB, Fred McCrary,-0.8928928928928929,-0.4493316846258022
2007,RB, LaBrandon Toefield,-0.04854854854854855,0.025378319495966556
2007,RB, Fred Jackson,-0.3718718718718719,0.1456162044397339
2007,RB, Lorenzo Booker,-0.5620620620620621,-0.044573985750456346
2007,RB, Byron Storer,-1.2082082082082082,-0.6167932638520873
2007,RB, Jason Snelling,-0.7787787787787788,-0.3352175705116881
2007,RB, David Kirtman,-0.42792792792792794,-0.2061473237943826
2007,RB, Ricky Williams,-0.12062062062062062,-0.046693752576105516
2007,RB, Chris Barclay,-0.5735735735735735,-0.2778661013955131
2007,RB, Gilbert Harris,-0.5665665665665666,-0.27085909438850614
2007,RB, Kyle Johnson,-0.16166166166166165,-0.08773479361714655
2007,RB, Patrick Pass,-0.14964964964964966,-0.07572278160513456
2007,RB, Darius Walker,-0.21421421421421422,0.08149325796384621
2007,RB, Lousaka Polite,-0.5495495495495496,-0.25384207737148917
2007,RB, Jackie Battle,-0.2022022022022022,-0.054348466113171984
2007,WR, Plaxico Burress,0.13963963963963963,0.9526585408938351
2007,WR, Randy Moss,1.6631631631631631,2.4761820644173587
2007,WR, Reggie Wayne,0.9084084084084084,1.7214273096626038
2007,WR, Ronald Curry,-0.7462462462462462,0.06677265500794916
2007,WR, Andre Johnson,0.7377377377377378,1.171347818406642
2007,WR, Terrell Owens,1.0385385385385386,1.851557439792734
2007,WR, Steve Smith,-0.31431431431431434,0.6613083671907202
2007,WR, Laveranues Coles,-0.05055055055055055,0.5456633103691927
2007,WR, Antwaan Randle El,-0.8848848848848849,-0.12606724371430256
2007,WR, Chad Johnson,0.57007007007007,1.3830889713242653
2007,WR, Shaun McDonald,-0.2627627627627628,0.5502561384914326
2007,WR, Torry Holt,0.2997997997997998,1.1128187010539952
2007,WR, Javon Walker,-0.5980980980980981,-0.21868927751280692
2007,WR, Marvin Harrison,-0.17067067067067068,0.10033562974739443
2007,WR, T.J. Houshmandzadeh,0.5830830830830831,1.3961019843372786
2007,WR, Drew Carter,-1.0755755755755756,-0.2625566743213802
2007,WR, Wes Welker,0.3188188188188188,1.131837720073014
2007,WR, Calvin Johnson,-0.44044044044044045,0.3183772007301419
2007,WR, Arnaz Battle,-0.7232232232232232,0.08979567803097221
2007,WR, Brandon Marshall,0.42492492492492495,1.2379438261791202
2007,WR, Santonio Holmes,0.18618618618618618,0.8366013071895425
2007,WR, Amani Toomer,-0.6961961961961962,0.11682270505799919
2007,WR, Jason Avant,-1.5335335335335336,-0.7747158923629512
2007,WR, Hines Ward,0.10960960960960961,0.814225990696579
2007,WR, John Broussard,-0.918918918918919,-0.48530883825001475
2007,WR, Chris Chambers,-0.36486486486486486,0.44815403638933055
2007,WR, Anquan Boldin,0.3538538538538539,0.9500677147735972
2007,WR, Sam Hurd,-1.632132132132132,-0.8191132308779366
2007,WR, Derrick Mason,0.05455455455455455,0.86757345580875
2007,WR, Bernard Berrian,-0.21271271271271272,0.6003061885414827
2007,WR, Roy Williams,0.0960960960960961,0.7465112170994523
2007,WR, Joey Galloway,-0.05655655655655656,0.7564623446976388
2007,WR, Donald Driver,-0.26476476476476474,0.5482541364894307
2007,WR, Jerricho Cotchery,-0.062062062062062065,0.6967555791085203
2007,WR, Brandon Stokley,-0.5480480480480481,0.15656833303892126
2007,WR, Bobby Engram,0.16966966966966968,0.9826885709238651
2007,WR, Marques Colston,0.48098098098098097,1.2939998822351764
2007,WR, Mike Furrey,-0.9924924924924925,-0.1794735912382971
2007,WR, Dennis Northcutt,-0.7802802802802803,0.03273862097391511
2007,WR, Demetrius Williams,-0.8633633633633634,-0.37555202261084614
2007,WR, Ike Hilliard,-0.8283283283283284,-0.015309427074132964
2007,WR, Josh Reed,-1.103103103103103,-0.34428546193252074
2007,WR, Samie Parker,-1.2972972972972974,-0.538479656126715
2007,WR, Patrick Crayton,-0.3913913913913914,0.36742624977919097
2007,WR, Braylon Edwards,0.9964964964964965,1.809515397750692
2007,WR, Kevin Curtis,-0.04854854854854855,0.7644703527056469
2007,WR, Dwayne Bowe,-0.14864864864864866,0.6643702526055467
2007,WR, Darrell Jackson,-1.1361361361361362,-0.3773184949655538
2007,WR, Nate Burleson,-0.6881881881881882,0.12483071306600724
2007,WR, Devery Henderson,-1.2777777777777777,-0.4647588765235823
2007,WR, James Jones,-0.8973973973973974,-0.08437849614320203
2007,WR, Roddy White,0.05155155155155155,0.864570452805747
2007,WR, Marty Booker,-0.9079079079079079,-0.1490902667373255
2007,WR, Jacoby Jones,-1.7442442442442443,-1.0396278631572748
2007,WR, Laurent Robinson,-1.15015015015015,-0.39133250897956773
2007,WR, Vincent Jackson,-0.9664664664664665,-0.1534475652122711
2007,WR, Santana Moss,-0.496996996996997,0.20761938408997233
2007,WR, Joe Jurevicius,-0.8873873873873874,-0.07436848613319202
2007,WR, Cedrick Wilson,-1.7722722722722724,-0.959253371018077
2007,WR, Justin Gage,-0.9294294294294294,-0.11641052817523401
2007,WR, Jerry Porter,-0.8153153153153153,-0.0022964140611199113
2007,WR, Isaac Bruce,-0.45795795795795796,0.24665842312901137
2007,WR, Larry Fitzgerald,0.7637637637637638,1.5225814049343462
2007,WR, Roscoe Parrish,-1.3868868868868869,-0.5738679856326915
2007,WR, Bobby Wade,-1.1756756756756757,-0.36265677442148025
2007,WR, Troy Williamson,-0.985985985985986,-0.44397338514985574
2007,WR, Brandon Jones,-0.8738738738738738,-0.3318612730377436
2007,WR, Dante' Hall,-1.0085085085085086,-0.6290996879232174
2007,WR, David Patten,-0.6511511511511512,0.16186775010304422
2007,WR, Tim Carter,-1.9584584584584586,-1.1454395572042633
2007,WR, Craig Davis,-1.452952952952953,-0.7483365718659837
2007,WR, Ruvell Martin,-1.4144144144144144,-0.655596773243832
2007,WR, Donte' Stallworth,-0.8613613613613613,-0.04834246010716592
2007,WR, Michael Jenkins,-0.8603603603603603,-0.04734145910616494
2007,WR, Dane Looker,-1.6636636636636637,-1.0132485426603073
2007,WR, Sidney Rice,-0.7772772772772772,-0.07266089619030791
2007,WR, Reggie Brown,-0.6281281281281281,0.18489077312606728
2007,WR, Joe Horn,-1.1946946946946948,-0.5984808337749515
2007,WR, Bryant Johnson,-1.1526526526526526,-0.3396337513984572
2007,WR, Aundrae Allison,-1.2752752752752752,-0.733262674439145
2007,WR, Michael Clayton,-1.485985985985986,-0.7813696048990167
2007,WR, Mike Williams,-0.8613613613613613,-0.48195254077607014
2007,WR, Wallace Wright,-2.0575575575575575,-1.2445386563033622
2007,WR, Lee Evans,-0.488988988988989,0.3240299122652064
2007,WR, Justin McCareins,-1.8883883883883883,-1.0753694871341928
2007,WR, Kevin Walter,-0.456956956956957,0.3560619442972384
2007,WR, Keary Colbert,-1.1161161161161162,-0.46570099511275986
2007,WR, Chris Davis,-1.8183183183183182,-1.1137019372313488
2007,WR, Muhsin Muhammad,-1.0665665665665667,-0.2535476653123713
2007,WR, Josh Cribbs,-2.1636636636636637,-1.3506447624094684
2007,WR, D.J. Hackett,0.044044044044044044,0.3692516045457222
2007,WR, Jabar Gaffney,-1.0205205205205206,-0.20750161926632515
2007,WR, Eric Moulds,-1.7082082082082082,-0.8951893069540128
2007,WR, Ted Ginn Jr.,-1.504004004004004,-0.6909851027498085
2007,WR, Eddie Kennison,-0.938938938938939,-0.5053288582700348
2007,WR, Peerless Price,-0.45645645645645644,-0.23965141612200433
2007,WR, Sam Aiken,-1.592092092092092,-0.9958782311723487
2007,WR, Miles Austin,-2.1916916916916915,-1.3786727904374962
2007,WR, Hank Baskett,-1.9114114114114114,-1.098392510157216
2007,WR, Mark Bradley,-1.8618618618618619,-1.1030442206912796
2007,WR, Deion Branch,-0.17367367367367367,0.42254018724606957
2007,WR, Steve Breaston,-2.0495495495495497,-1.2365306482953544
2007,WR, Greg Camarillo,-1.6426426426426426,-0.8838250014720602
2007,WR, Mark Clayton,-1.2857857857857857,-0.4727668845315903
2007,WR, Terrance Copper,-1.5355355355355356,-0.7767178943649532
2007,WR, Devard Darling,-1.6861861861861862,-0.8731672849319908
2007,WR, Rashied Davis,-1.9234234234234233,-1.1104045221692278
2007,WR, Eddie Drummond,-1.59009009009009,-0.9938762291703468
2007,WR, Malcom Floyd,-0.7357357357357357,-0.41052817523405755
2007,WR, Anthony Gonzalez,-0.7892892892892893,-0.08467290820231999
2007,WR, Skyler Green,-0.9414414414414415,-0.5620326208561504
2007,WR, Derek Hagan,-1.575075075075075,-0.7620561738208796
2007,WR, Roy Hall,-0.42592592592592593,-0.2633221456750868
2007,WR, Devin Hester,-1.66016016016016,-0.8471412589059647
2007,WR, Johnnie Lee Higgins,-2.1666666666666665,-1.3536477654124712
2007,WR, Domenik Hixon,-2.2727727727727727,-1.4597538715185774
2007,WR, Carlyle Holiday,-0.12762762762762764,-0.0734263675440146
2007,WR, Glenn Holt,-1.8223223223223224,-1.009303421068127
2007,WR, Taylor Jacobs,-1.1406406406406406,-0.6528292998881233
2007,WR, Adam Jennings,-2.0825825825825826,-1.2695636813283873
2007,WR, Matt Jones,-1.0925925925925926,-0.4963787316728493
2007,WR, Ashley Lelie,-1.7572572572572573,-1.0526408761702881
2007,WR, Greg Lewis,-1.5825825825825826,-0.8237649414120002
2007,WR, Brandon Lloyd,-1.122122122122122,-0.6885120414532178
2007,WR, Jerome Mathis,-0.36786786786786785,-0.20526408761702877
2007,WR, Anthony Mix,-0.9344344344344344,-0.5550256138491432
2007,WR, Lance Moore,-1.427927927927928,-0.6149090266737326
2007,WR, Sean Morey,-1.976976976976977,-1.2181593358063947
2007,WR, Sinorice Moss,-1.6816816816816818,-0.9228640405110994
2007,WR, Legedu Naanee,-1.7067067067067068,-1.0562915857033506
2007,WR, Kassim Osgood,-2.1396396396396398,-1.3266207383854445
2007,WR, Tab Perry,-0.23523523523523523,-0.1268327150680092
2007,WR, Ryne Robinson,-2.1196196196196198,-1.3066007183654245
2007,WR, Maurice Stovall,-2.0095095095095097,-1.1964906082553144
2007,WR, James Thrash,-1.2877877877877877,-0.6915739268680444
2007,WR, Troy Walters,-1.6381381381381381,-0.9335217570511688
2007,WR, Kelley Washington,-1.8683683683683683,-1.1637519872813988
2007,WR, Nate Washington,-1.1586586586586587,-0.3456397574044633
2007,WR, Jeff Webb,-1.7672672672672673,-0.954248366013072
2007,WR, Brandon Williams,-1.3758758758758758,-0.8880645351233585
2007,WR, Roydell Williams,-0.8313313313313313,-0.0183124300771359
2007,WR, Reggie Williams,-0.45045045045045046,0.3083671907201319
2007,WR, Drew Bennett,-1.0755755755755756,-0.37095919448860626
2007,WR, Robert Ferguson,-1.4114114114114114,-0.652593770240829
2007,WR, Courtney Taylor,-0.9854854854854855,-0.6060766649001943
2007,WR, Yamon Figurs,-1.8513513513513513,-1.146734970264382
2007,WR, Chris Francies,-0.17267267267267267,-0.11847141258905963
2007,WR, Mark Jones,-0.8778778778778779,-0.5526703173761998
2007,WR, Aaron Moorehead,-0.986986986986987,-0.5533769063180827
2007,WR, Ben Obomanu,-1.539039039039039,-0.8344226579520696
2007,WR, Bobby Sippio,-1.157157157157157,-0.7235470764882528
2007,WR, Travis Taylor,-0.2852852852852853,-0.17688276511805923
2007,WR, Jerheme Urban,-0.7967967967967968,-0.2547841959606666
2007,WR, Greg Jennings,0.45995995995996,1.1645763410469292
2007,WR, Andre' Davis,-0.7972972972972973,-0.09268091621032792
2007,WR, Antonio Chatman,-1.5225225225225225,-0.8721074015191662
2007,WR, David Tyree,-1.53003003003003,-0.9338161691102868
2007,WR, Willie Reid,-0.6611611611611612,-0.3901548607430961
2007,WR, David Anderson,-0.7062062062062062,-0.32679738562091504
2007,WR, Dwayne Jarrett,-0.6541541541541541,-0.383147853736089
2007,WR, Shaun Bodiford,-0.6521521521521522,-0.38114585173408705
2007,WR, Michael Lewis,-1.8258258258258258,-1.1754107048224696
2007,WR, Glenn Martinez,-1.2697697697697699,-0.6735559088500266
2007,WR, Brandon Middleton,-0.38738738738738737,-0.17058234705293526
2007,WR, Keenan McCardell,-0.8293293293293293,-0.3415179885768121
2007,WR, Bryan Gilmore,-1.1536536536536537,-0.6658423129011364
2007,WR, Marques Hagans,-0.4494494494494494,-0.2326444091149973
2007,WR, Reche Caldwell,-0.9679679679679679,-0.5343578872990637
2007,WR, Brian Clark,-0.4864864864864865,-0.2696814461520344
2007,WR, Craphonso Thorpe,-0.4694694694694695,-0.2526644291350174
2007,WR, Harry Williams,-0.28928928928928926,-0.1808867691220632
2007,WR, Mike Hass,-0.15865865865865866,-0.10445739857504563
2007,WR, Jason Hill,-0.7382382382382382,-0.4672319378201731
2007,WR, Chad Lucas,-0.15165165165165165,-0.09745039156803861
2007,WR, Tim Dwight,-0.5825825825825826,-0.2573750220809044
2007,WR, Koren Robinson,-0.8468468468468469,-0.41323676617794264
2007,WR, Marcus Maxwell,-0.43793793793793795,-0.2753341576870989
2007,WR, Chas Gessner,-0.12462462462462462,-0.07042336454101158
2007,WR, Micheal Spurlock,-0.8508508508508509,-0.5256432903491728
2007,WR, Isaiah Stanback,-0.28928928928928926,-0.1808867691220632
2007,WR, Chris Henry,-0.2957957957957958,0.0836130247894954
2007,WR, Jimmy Farris,-0.23623623623623624,-0.12783371606901017
2007,WR, Chad Jackson,-0.29429429429429427,-0.1858917741270682
2007,WR, Matt Willis,-0.5575575575575575,-0.3407525172231054
2007,WR, Devin Aromashodu,-0.586086086086086,-0.3150797856680209
2007,WR, Jamaica Rector,-0.3183183183183183,-0.20991579815109224
2007,WR, Biren Ealy,-0.46796796796796797,-0.3053641877171289
2007,WR, Derek Stanley,-0.2802802802802803,-0.17187776011305422
2007,WR, Troy Brown,-0.18768768768768768,-0.13348642760407464
2007,TE, Antonio Gates,0.8923923923923924,1.6744980274392038
2007,TE, Jason Witten,1.0745745745745745,1.856680209621386
2007,TE, Heath Miller,-0.15265265265265265,0.6294529823941588
2007,TE, Kellen Winslow,0.7442442442442443,1.5263498792910557
2007,TE, Eric Johnson,-0.3238238238238238,0.3540010598834128
2007,TE, Justin Peelle,-1.0235235235235236,-0.2414178884767122
2007,TE, Ben Watson,0.07757757757757758,0.6511217099452393
2007,TE, Dallas Clark,0.6366366366366366,1.3666018960136608
2007,TE, Matt Spaeth,-1.0025025025025025,-0.3246776187952659
2007,TE, Marcus Pollard,-0.7222222222222222,-0.04439733851498562
2007,TE, Jeremy Shockey,0.04904904904904905,0.7790143084260731
2007,TE, Alge Crumpler,-0.2007007007007007,0.4771241830065359
2007,TE, Jeff King,-0.539039039039039,0.24306659600777236
2007,TE, Marcedes Lewis,-0.6851851851851852,0.09692044986162618
2007,TE, Sean McHugh,-0.990990990990991,-0.2610257316139669
2007,TE, Desmond Clark,-0.25675675675675674,0.5253488782900546
2007,TE, Tony Gonzalez,0.8103103103103103,1.5924159453571218
2007,TE, Todd Heap,-0.04004004004004004,0.27280221397868454
2007,TE, Donald Lee,0.025525525525525526,0.807631160572337
2007,TE, Chris Baker,-0.30430430430430433,0.4256609550727197
2007,TE, Daniel Graham,-0.7302302302302303,0.05187540481658115
2007,TE, Zach Miller,-0.5880880880880881,0.1940175469587233
2007,TE, Leonard Pope,-0.45795795795795796,0.21986692574927863
2007,TE, Randy McMichael,-0.5420420420420421,0.24006359300476932
2007,TE, Alex Smith,-0.3958958958958959,0.2819289878113407
2007,TE, Ernest Wilford,-0.4149149149149149,0.3671907201318965
2007,TE, Dwayne Blakley,-1.0525525525525525,-0.47900842018489076
2007,TE, Bo Scaife,-0.5770770770770771,0.2050285579697343
2007,TE, Visanthe Shiancoe,-0.7672672672672672,0.01483836777954417
2007,TE, Bubba Franks,-0.2147147147147147,0.15026791497379732
2007,TE, L.J. Smith,-0.42042042042042044,0.10098333627745387
2007,TE, Ben Utecht,-0.6966966966966966,0.03326856268032741
2007,TE, John Madsen,-1.1946946946946948,-0.4125890596478834
2007,TE, Owen Daniels,-0.00950950950950951,0.772596125537302
2007,TE, Reggie Kelly,-0.975975975975976,-0.2460107165989519
2007,TE, Robert Royal,-0.8073073073073073,-0.025201672260495855
2007,TE, Chris Cooley,0.494994994994995,1.2771006300418064
2007,TE, Daniel Coats,-1.1711711711711712,-0.44120591179414714
2007,TE, Vernon Davis,-0.15165165165165165,0.526173232055585
2007,TE, Darnell Dinkins,-1.3893893893893894,-0.6594241300123653
2007,TE, David Martin,-0.6876876876876877,0.042277571689336324
2007,TE, Greg Estandia,-0.7687687687687688,-0.24736501207089445
2007,TE, Jim Kleinsasser,-1.3418418418418419,-0.5597362067950304
2007,TE, Brandon Manumaleuna,-1.2137137137137137,-0.4316080786669023
2007,TE, Kevin Everett,-0.1016016016016016,-0.04946122593181417
2007,TE, Steve Heiden,-1.1916916916916918,-0.40958605664488035
2007,TE, George Wrighster,-0.8103103103103103,-0.23676617794264854
2007,TE, Dan Campbell,-0.18118118118118118,-0.07690042984160632
2007,TE, Kris Wilson,-1.1156156156156156,-0.3335099805688042
2007,TE, Billy Bajema,-1.3068068068068068,-0.6289819230995702
2007,TE, Anthony Becht,-1.2827827827827827,-0.5006771477359713
2007,TE, Kevin Boss,-1.016016016016016,-0.39033150797856697
2007,TE, Kyle Brady,-0.98998998998999,-0.26002473061296594
2007,TE, Mark Bruener,-1.1496496496496496,-0.47182476594241296
2007,TE, Dominique Byrd,-0.7592592592592593,-0.28999587823117245
2007,TE, Brent Celek,-1.2067067067067068,-0.42460107165989536
2007,TE, Tony Curtis,-1.1266266266266267,-0.3445209915798153
2007,TE, Jeff Dugan,-1.3618618618618619,-0.5797562268150505
2007,TE, Jason Dunn,-1.5360360360360361,-0.7539304009892247
2007,TE, Tim Euhus,-1.023023023023023,-0.5016192663251487
2007,TE, Anthony Fasano,-1.1196196196196195,-0.3375139845728081
2007,TE, Casey Fitzsimmons,-1.2637637637637638,-0.48165812871695235
2007,TE, Bryan Fletcher,-1.1531531531531531,-0.4231878937761291
2007,TE, John Gilmore,-1.3383383383383383,-0.6083730789613142
2007,TE, Ben Hartsock,-1.2617617617617618,-0.4796561267149504
2007,TE, Will Heller,-1.0045045045045045,-0.22239886945769305
2007,TE, Nate Jackson,-0.3978978978978979,-0.13719601954896077
2007,TE, Bennie Joppru,-1.054054054054054,-0.4283695460166048
2007,TE, Joe Klopfenstein,-1.3693693693693694,-0.6394041099923453
2007,TE, Joseph Kowalewski,-0.968968968968969,-0.3432844609315199
2007,TE, Nate Lawrie,-0.3258258258258258,-0.16940469881646353
2007,TE, Michael Matthews,-1.3588588588588588,-0.5767532238120474
2007,TE, Billy Miller,-0.7122122122122122,0.0698934228345992
2007,TE, Ryan Neufeld,-0.8533533533533534,-0.38408997232526654
2007,TE, John Owens,-1.3603603603603605,-0.6303951009833364
2007,TE, Jeb Putzier,-0.6626626626626627,-0.24553965730436328
2007,TE, Dante Rosario,-1.2957957957957957,-0.5136901607489843
2007,TE, Sean Ryan,-0.8738738738738738,-0.3524701171759995
2007,TE, Matt Schobel,-1.083083083083083,-0.35311782370605904
2007,TE, Jerramy Stevens,-0.8458458458458459,-0.11588058646882182
2007,TE, Tony Stewart,-1.3668668668668669,-0.5847612318200555
2007,TE, Quinn Sypniewski,-0.9044044044044044,-0.12229876935759298
2007,TE, Ben Troupe,-1.445945945945946,-0.6638403108991346
2007,TE, Jerame Tuman,-0.48848848848848847,-0.1756462344697639
2007,TE, Aaron Walker,-0.6961961961961962,-0.3312135665076842
2007,TE, Delanie Walker,-1.0535535535535536,-0.2714479185067422
2007,TE, Daniel Wilcox,-0.3048048048048048,-0.044102926455867664
2007,TE, Todd Yoder,-1.1561561561561562,-0.42619089677913213
2007,TE, Michael Gaines,-0.8158158158158159,-0.0858505564387918
2007,TE, Christian Fauria,-1.1611611611611612,-0.43119590178413714
2007,TE, Martrez Milner,-0.6506506506506506,-0.2335276452923512
2007,TE, Tony Scheffler,-0.14914914914914915,0.5808161102278749
2007,TE, Greg Olsen,-0.3918918918918919,0.2859329918153447
2007,TE, David Thomas,-0.17417417417417416,-0.0698934228345993
2007,TE, Matt Murphy,-0.1921921921921922,-0.08791144085261733
2007,TE, Richard Owens,-1.2757757757757757,-0.5979508920685391
2007,TE, Joel Dreessen,-0.9119119119119119,-0.28622740387446277
2007,TE, Courtney Anderson,-0.5465465465465466,-0.233704292527822
2007,TE, Marcellus Rivers,-0.3088088088088088,-0.1523876817994465
2007,TE, Keith Heinrich,-0.37537537537537535,-0.16681387269622563
2007,TE, Derek Schouman,-0.20270270270270271,-0.04628157569334043
2007,TE, Aaron Halterman,-0.7657657657657657,-0.3486427604074663
2007,TE, Ryan Krause,-0.7627627627627628,-0.34563975740446334
2007,TE, Isaac Smolko,-0.471971971971972,-0.21127009362303484
2007,TE, Ben Patrick,-0.3978978978978979,-0.032915268209385895
2007,TE, Jason Pociask,-0.28378378378378377,-0.1273626567744215
2007,TE, Richard Angulo,-0.25625625625625625,-0.047694753577106536
2007,TE, Brian Kozlowski,-0.17517517517517517,-0.07089442383560031
2007,TE, Tim Massaquoi,-0.26476476476476474,-0.10834363775540246
2007,TE, Scott Chandler,-0.12862862862862862,-0.07648825295884118
2007,TE, Jeff Robinson,-0.1961961961961962,-0.09191544485662133
2007,TE, Stephen Spach,-0.17017017017017017,-0.0658894188305953
2007,TE, Chad Mustard,-0.06656656656656657,-0.014426190896779136
2008,QB, Donovan McNabb,0.44494494494494496,1.7985043867396806
2008,QB, Drew Brees,1.0945945945945945,2.4481540363893304
2008,QB, Jay Cutler,0.9204204204204204,2.273979862215156
2008,QB, Aaron Rodgers,0.8633633633633634,2.216922805158099
2008,QB, Philip Rivers,0.7872872872872873,2.140846729082023
2008,QB, Jon Kitna,-0.08408408408408409,0.2768651003945121
2008,QB, Matt Schaub,0.36736736736736736,1.2697403285638578
2008,QB, Chad Pennington,-0.05655655655655656,1.2970028852381792
2008,QB, Tarvaris Jackson,-0.5725725725725725,0.14932579638461985
2008,QB, Tony Romo,0.7527527527527528,1.8356003061885415
2008,QB, Brett Favre,-0.07357357357357357,1.279985868221162
2008,QB, JaMarcus Russell,-0.6956956956956957,0.567626449979391
2008,QB, Ben Roethlisberger,-0.14464464464464463,1.208914797150091
2008,QB, Joe Flacco,-0.5960960960960962,0.7574633456986395
2008,QB, Eli Manning,-0.17567567567567569,1.17788376611906
2008,QB, Peyton Manning,0.44594594594594594,1.7995053877406817
2008,QB, Jake Delhomme,-0.43993993993993996,0.9136195018547957
2008,QB, Jeff Garcia,-0.11761761761761762,0.8749926396985219
2008,QB, David Garrard,0.22672672672672672,1.5802861685214624
2008,QB, Trent Edwards,-0.3808808808808809,0.7922039686745567
2008,QB, Matt Hasselbeck,-0.38288288288288286,0.2487781899546605
2008,QB, Kurt Warner,0.5740740740740741,1.9276335158688096
2008,QB, Matt Cassel,0.45595595595595595,1.8095153977506917
2008,QB, Derek Anderson,-0.5065065065065065,0.39586645468998394
2008,QB, Matt Ryan,-0.30680680680680683,1.0467526349879288
2008,QB, Jason Campbell,-0.5840840840840841,0.7694753577106516
2008,QB, Vince Young,-0.49099099099099097,-0.2202791026320438
2008,QB, Damon Huard,-0.6281281281281281,-0.1769416475298829
2008,QB, J.T. O'Sullivan,-0.25075075075075076,0.5613849143260907
2008,QB, Kyle Orton,-0.15015015015015015,1.1131719955249366
2008,QB, Marc Bulger,-0.9229229229229229,0.34039922275216383
2008,QB, Carson Palmer,-0.3508508508508508,0.1003356297473944
2008,QB, Brodie Croyle,-0.34034034034034033,-0.15986574810104223
2008,QB, Tom Brady,-0.16666666666666666,-0.07642937054701761
2008,QB, Kerry Collins,-0.8023023023023023,0.5512571394924334
2008,QB, Kevin Kolb,-1.1161161161161162,-0.5746923393982218
2008,QB, Brad Johnson,-2.729229229229229,-1.3756697874344934
2008,QB, Byron Leftwich,-0.7392392392392393,-0.28805275864099406
2008,QB, Brad Smith,-2.5055055055055053,-1.2421833598304186
