Year,pos,player,WOE,WAR
2001,RB, Terrell Davis,-0.11261261261261261,0.5285285285285285
2001,RB, Terry Allen,-0.34434434434434436,0.5715715715715715
2001,RB, Fred Taylor,-0.1091091091091091,0.07407407407407406
2001,RB, Warrick Dunn,0.35685685685685686,1.5475475475475473
2001,RB, Tiki Barber,0.45795795795795796,1.6486486486486485
2001,RB, Jon Ritchie,-1.4604604604604605,-0.17817817817817838
2001,RB, Jamel White,-0.47997997997998,0.8938938938938938
2001,RB, Garrison Hearst,0.3858858858858859,1.7597597597597598
2001,RB, Stephen Davis,0.27877877877877877,1.6526526526526526
2001,RB, Nick Goings,-1.2992992992992993,-0.20020020020020035
2001,RB, Amos Zereoue,-1.0560560560560561,0.226226226226226
2001,RB, Sam Gash,-1.8043043043043043,-0.4304304304304305
2001,RB, Charlie Garner,0.15665665665665665,1.5305305305305306
2001,RB, Eddie George,0.00850850850850851,1.3823823823823824
2001,RB, Mike Anderson,-0.9164164164164165,0.45745745745745736
2001,RB, Tyrone Wheatley,-0.7752752752752753,0.23223223223223222
2001,RB, Larry Centers,-0.5520520520520521,0.8218218218218217
2001,RB, Travis Henry,-0.2747747747747748,0.9159159159159156
2001,RB, Michael Bennett,-0.2092092092092092,0.8898898898898897
2001,RB, William Henderson,-1.8343343343343343,-0.4604604604604605
2001,RB, J.R. Redmond,-1.2887887887887888,-0.28128128128128127
2001,RB, Mike Alstott,0.04254254254254254,1.4164164164164164
2001,RB, Brandon Bennett,-1.6081081081081081,-0.23423423423423428
2001,RB, Dorsey Levens,-1.4414414414414414,-0.15915915915915924
2001,RB, Emmitt Smith,-0.2087087087087087,0.9819819819819817
2001,RB, Mack Strong,-1.8013013013013013,-0.42742742742742745
2001,RB, James Jackson,-0.8853853853853854,0.3053053053053051
2001,RB, Jerome Bettis,0.3078078078078078,1.3153153153153152
2001,RB, Antowain Smith,0.561061061061061,1.934934934934935
2001,RB, Michael Wiley,-1.567067067067067,-0.19319319319319317
2001,RB, Fred McCrary,-2.1021021021021022,-0.6366366366366369
2001,RB, Ron Dayne,-0.7952952952952953,0.5785785785785785
2001,RB, Tim Biakabutuka,-1.2822822822822824,-2.220446049250313e-16
2001,RB, Harold Morrow,-1.8433433433433433,-0.46946946946946944
2001,RB, Robert Thomas,-1.9804804804804805,-0.6066066066066067
2001,RB, Priest Holmes,1.4189189189189189,2.7927927927927927
2001,RB, Obafemi Ayanbadejo,-1.3688688688688688,0.005005005005005003
2001,RB, Kevan Barlow,-0.5985985985985987,0.6836836836836835
2001,RB, Greg Comella,-1.655155155155155,-0.28128128128128127
2001,RB, Terrell Fletcher,-1.2657657657657657,-0.07507507507507527
2001,RB, Zack Crockett,-1.465965965965966,-0.09209209209209224
2001,RB, Terrelle Smith,-1.6686686686686687,-0.38638638638638656
2001,RB, Sammy Morris,-1.9094094094094094,-0.5355355355355356
2001,RB, Doug Chapman,-1.532032032032032,-0.15815815815815815
2001,RB, LaMont Jordan,-1.7072072072072073,-0.3333333333333335
2001,RB, Patrick Pass,-1.8233233233233233,-0.4494494494494494
2001,RB, Chris Hetherington,-1.7682682682682682,-0.3943943943943944
2001,RB, Cory Schlesinger,-0.8363363363363363,0.5375375375375375
2001,RB, Jermaine Williams,-1.8563563563563563,-0.6656656656656659
2001,RB, Marc Edwards,-1.4239239239239239,-0.05005005005005003
2001,RB, Chris Fuamatu-Ma'afala,-1.1656656656656657,0.20820820820820818
2001,RB, James Johnson,-1.2327327327327327,-0.4084084084084084
2001,RB, Randy Jordan,-1.9134134134134133,-0.5395395395395395
2001,RB, Troy Hambrick,-1.1616616616616617,0.2122122122122121
2001,RB, Jameel Cook,-2.0365365365365364,-0.6626626626626626
2001,RB, Anthony Thomas,0.23473473473473475,1.4254254254254253
2001,RB, Donnell Bennett,-1.8853853853853855,-0.5115115115115116
2001,RB, Jason Brookins,-0.32882882882882886,0.6786786786786787
2001,RB, Jon Witman,-2.0705705705705704,-0.6966966966966965
2001,RB, Fred Beasley,-1.7142142142142143,-0.34034034034034044
2001,RB, Mike Sellers,-1.0755755755755756,-0.25125125125125136
2001,RB, Shaun Alexander,1.0055055055055055,2.3793793793793796
2001,RB, Deuce McAllister,-1.4589589589589589,-0.08508508508508505
2001,RB, Glyn Milburn,-1.2717717717717718,-0.4474474474474476
2001,RB, Trung Canidate,-0.8793793793793794,0.49449449449449445
2001,RB, Aaron Stecker,-1.3743743743743744,-0.2752752752752754
2001,RB, Rabih Abdullah,-2.1976976976976976,-0.8238238238238238
2001,RB, Michael Bates,-2.0325325325325325,-0.6586586586586587
2001,RB, Larry Bowie,-0.9794794794794794,-0.3383383383383384
2001,RB, Dee Brown,-2.1056056056056054,-0.7317317317317316
2001,RB, Shawn Bryson,-1.1536536536536537,0.03703703703703676
2001,RB, Correll Buckhalter,-1.032032032032032,0.25025025025025016
2001,RB, Tony Carter,-1.8733733733733733,-0.49949949949949946
2001,RB, Aveion Cason,-0.7172172172172172,-0.2592592592592593
2001,RB, Mike Cloud,-1.907907907907908,-0.6256256256256258
2001,RB, Phillip Crosby,-2.140640640640641,-0.766766766766767
2001,RB, Autry Denson,-2.1886886886886887,-0.8148148148148149
2001,RB, Scott Dragos,-0.8518518518518519,-0.3023023023023024
2001,RB, Deon Dyer,-2.1576576576576576,-0.7837837837837838
2001,RB, Heath Evans,-2.2037037037037037,-0.8298298298298299
2001,RB, Jim Finn,-2.001001001001001,-0.718718718718719
2001,RB, Olandis Gary,-1.4389389389389389,-0.24824824824824843
2001,RB, Ben Gay,-1.8003003003003002,-0.42642642642642636
2001,RB, Mike Green,-1.7642642642642643,-0.3903903903903905
2001,RB, S. Derrick Harris,-2.26026026026026,-0.7947947947947949
2001,RB, James Hodgins,-2.1586586586586587,-0.7847847847847849
2001,RB, Robert Holcombe,-1.9084084084084083,-0.5345345345345345
2001,RB, Brad Hoover,-1.8163163163163163,-0.44244244244244246
2001,RB, Kevin Houser,-2.0805805805805804,-0.7067067067067065
2001,RB, Sedrick Irvin,-2.0905905905905904,-0.7167167167167166
2001,RB, Terry Jackson,-1.8323323323323324,-0.45845845845845856
2001,RB, Travis Jervey,-2.18968968968969,-0.815815815815816
2001,RB, Bryan Johnson,-1.7522522522522523,-0.3783783783783785
2001,RB, Curtis Keaton,-1.8113113113113113,-0.6206206206206208
2001,RB, Charles Kirby,-2.230730730730731,-0.8568568568568571
2001,RB, Rob Konrad,-1.3613613613613613,-0.26226226226226235
2001,RB, Jamal Lewis,-2.1566566566566565,-0.7827827827827827
2001,RB, Jonas Lewis,-0.13263263263263264,-0.04104104104104106
2001,RB, Nicolas Luchey,-1.964964964964965,-0.6826826826826828
2001,RB, Fred McAfee,-2.225725725725726,-0.8518518518518521
2001,RB, Rondell Mealey,-1.842842842842843,-0.5605605605605608
2001,RB, Travis Minor,-1.0505505505505506,0.32332332332332325
2001,RB, Brian Mitchell,-1.8893893893893894,-0.5155155155155156
2001,RB, Joe Montgomery,-2.0665665665665665,-0.6926926926926926
2001,RB, Chad Morton,-1.125125125125125,-0.39239239239239243
2001,RB, Lorenzo Neal,-1.8423423423423424,-0.46846846846846857
2001,RB, Brock Olivo,-2.1376376376376376,-0.7637637637637638
2001,RB, Jamie Reader,-2.0215215215215214,-0.6476476476476476
2001,RB, Dominic Rhodes,0.3483483483483483,1.6306306306306304
2001,RB, Alan Ricard,-0.5705705705705706,-0.20420420420420426
2001,RB, Charlie Rogers,-1.7507507507507507,-0.6516516516516517
2001,RB, Daimon Shelton,-1.8733733733733733,-0.49949949949949946
2001,RB, Detron Smith,-1.975975975975976,-0.6936936936936939
2001,RB, Maurice Smith,-0.24474474474474475,1.129129129129129
2001,RB, Matt Snider,-0.5405405405405406,-0.17417417417417425
2001,RB, Jerald Sowell,-2.0625625625625625,-0.6886886886886887
2001,RB, Stephen Trejo,-1.8653653653653655,-0.674674674674675
2001,RB, Damon Washington,-1.2452452452452452,-0.32932932932932935
2001,RB, Patrick Washington,-1.9964964964964964,-0.6226226226226226
2001,RB, Kenny Watson,-0.14464464464464463,-0.05305305305305305
2001,RB, Moe Williams,-1.2502502502502502,0.032032032032031976
2001,RB, Adam Wright,-2.0715715715715715,-0.6976976976976976
2001,RB, Ronney Jenkins,-2.2312312312312312,-0.7657657657657659
2001,RB, Stacey Mack,0.07157157157157157,1.4454454454454453
2001,RB, Thomas Jones,-1.0895895895895895,0.2842842842842843
2001,RB, Kevin Faulk,-1.1381381381381381,0.144144144144144
2001,RB, Joel Makovicka,-1.7352352352352352,-0.3613613613613613
2001,RB, Dennis McKinley,-1.7162162162162162,-0.5255255255255258
2001,RB, Michael Pittman,0.042042042042042045,1.3243243243243241
2001,RB, Richard Huntley,-0.7662662662662663,0.4244244244244242
2001,RB, Ki-Jana Carter,-1.0755755755755756,0.11511511511511485
2001,RB, Elvis Joseph,-1.1066066066066067,0.08408408408408374
2001,RB, Kevin McDougal,-1.3333333333333333,-0.41741741741741745
2001,RB, Travis Prentice,-1.573073073073073,-0.38238238238238265
2001,RB, Herbert Goodman,-0.7452452452452453,-0.28728728728728736
2001,RB, Jay Graham,-1.3773773773773774,-0.4614614614614616
2001,RB, Lloyd Clemons,-1.612112112112112,-0.6046046046046045
2001,RB, Brian Edwards,-0.2962962962962963,-0.11311311311311312
2001,RB, Dan Kreider,-1.6776776776776776,-0.5785785785785786
2001,RB, Skip Hicks,-0.7412412412412412,0.08308308308308299
2001,RB, Leon Johnson,-1.2067067067067068,-0.19919919919919926
2001,RB, Frank Moreau,-0.5820820820820821,-0.12412412412412421
2001,RB, Marcel Shipp,-1.3873873873873874,-0.4714714714714716
2001,RB, Justin Watson,-1.3333333333333333,-0.41741741741741745
2001,RB, Terry Kirby,-1.3023023023023024,-0.38638638638638656
2001,RB, Reuben Droughns,-0.7702702702702703,-0.12912912912912922
2001,RB, Wes Ours,-0.48098098098098097,-0.20620620620620622
2001,RB, Stanley Pritchett,-0.8408408408408409,-0.2912912912912914
2001,RB, Brian Natkin,-0.34884884884884887,-0.07407407407407413
2001,RB, Moran Norris,-0.4369369369369369,-0.16216216216216217
2001,RB, Tony Taylor,-0.16166166166166165,-0.07007007007007007
2001,RB, George Layne,-0.12262262262262262,-0.03103103103103104
2001,RB, Dan Alexander,-0.9079079079079079,-0.3583583583583584
2001,RB, Rod Smart,-0.7262262262262262,-0.26826826826826833
2001,RB, KaRon Coleman,-0.35685685685685686,-0.08208208208208212
2001,RB, James Fenderson,-0.4419419419419419,-0.16716716716716717
2001,RB, R.J. Bowers,-0.26126126126126126,-0.0780780780780781
2001,RB, Terry Witherspoon,-0.27927927927927926,-0.0960960960960961
2001,RB, Carl Fair,-0.2982982982982983,-0.11511511511511513
2001,RB, Rudi Johnson,-0.14264264264264265,-0.051051051051051066
2001,WR, Jimmy Smith,0.7962962962962963,1.7153035388329505
2001,WR, Rod Smith,1.1911911911911912,2.048931284225402
2001,WR, Tim Brown,0.47397397397397395,1.3929812165106281
2001,WR, Amani Toomer,-0.12162162162162163,0.7973856209150326
2001,WR, Troy Brown,0.37287287287287285,1.2918801154095272
2001,WR, Jerome Pathon,-0.6636636636636637,-0.05099216863922751
2001,WR, Bill Schroeder,0.09559559559559559,0.8920685391273626
2001,WR, Ed McCaffrey,-1.8783783783783783,-0.9593711358417241
2001,WR, J.J. Stokes,-0.6891891891891891,0.22981805334746508
2001,WR, Albert Connell,-1.0185185185185186,-0.3445798739916388
2001,WR, Oronde Gadsden,-0.6181181181181181,0.3008891244185361
2001,WR, Muhsin Muhammad,-0.4099099099099099,0.2640287346169699
2001,WR, Johnnie Morton,-0.17267267267267267,0.7463345698639816
2001,WR, Todd Pinkston,-0.7342342342342343,0.18477300830241994
2001,WR, Derrick Mason,0.2082082082082082,1.065948301242419
2001,WR, Terrell Owens,1.1546546546546546,2.073661897191309
2001,WR, Darnay Scott,-0.8313313313313313,0.08767591120532292
2001,WR, Jerry Rice,0.3588588588588589,1.277866101395513
2001,WR, Torry Holt,0.43493493493493496,1.3539421774715892
2001,WR, Laveranues Coles,-0.11161161161161161,0.8073956309250426
2001,WR, Qadry Ismail,0.07657657657657657,0.9955838191132308
2001,WR, Hines Ward,0.12962962962962962,1.0486368721662838
2001,WR, Jacquez Green,-0.7032032032032032,-0.029264558676323382
2001,WR, Isaac Bruce,0.06456456456456457,0.9835718071012188
2001,WR, Keyshawn Johnson,0.23873873873873874,1.157745981275393
2001,WR, Joe Jurevicius,-0.5820820820820821,0.2143908614496849
2001,WR, Tai Streets,-1.434934934934935,-0.5159276923982807
2001,WR, Marvin Minnis,-0.8388388388388388,-0.1036330448095154
2001,WR, Marty Booker,0.4339339339339339,1.352941176470588
2001,WR, Peter Warrick,-0.7812812812812813,0.13772596125537295
2001,WR, Joe Horn,0.7012012012012012,1.6202084437378554
2001,WR, JaJuan Dawson,-1.2867867867867868,-0.4903138432550198
2001,WR, Kevin Dyson,-0.29179179179179177,0.6272154507448624
2001,WR, Kevin Johnson,0.4269269269269269,1.3459341694635811
2001,WR, Peerless Price,-0.06656656656656657,0.8524406759700877
2001,WR, Curtis Conway,0.3783783783783784,1.3586527704174762
2001,WR, Chris Chambers,-0.23273273273273273,0.6862745098039215
2001,WR, Rod Gardner,-0.58008008008008,0.33892716245657417
2001,WR, David Patten,-0.45495495495495497,0.46405228758169925
2001,WR, Chris Sanders,-0.6041041041041041,-0.297768356591886
2001,WR, Quincy Morgan,-1.1846846846846846,-0.26567744214803035
2001,WR, Koren Robinson,-1.1666666666666667,-0.24765942413001252
2001,WR, Dez White,-1.2092092092092093,-0.35146911617499865
2001,WR, Jeremy McDaniel,-0.6426426426426426,-0.2750397456279809
2001,WR, Marvin Harrison,1.1396396396396395,2.0586468821762938
2001,WR, Joey Galloway,-0.575075075075075,0.3439321674615792
2001,WR, Michael Westbrook,-0.8083083083083084,0.11069893422834587
2001,WR, Na Brown,-1.8923923923923924,-0.9733851498557382
2001,WR, Terrence Wilkins,-0.9134134134134134,-0.23947476888653363
2001,WR, Bert Emanuel,-0.6141141141141141,-0.1852440675970088
2001,WR, Darrell Jackson,0.05755755755755756,0.9765648000942118
2001,WR, Tim Dwight,-0.5665665665665666,0.04610492845786962
2001,WR, Eddie Kennison,-0.8488488488488488,-0.11364305481952541
2001,WR, Terance Mathis,-0.9384384384384384,-0.019431195901784215
2001,WR, Eric Moulds,-0.38288288288288286,0.5361243596537714
2001,WR, Desmond Howard,-1.514014014014014,-0.7175410704822469
2001,WR, Isaac Byrd,-1.1536536536536537,-0.23464641111699946
2001,WR, James McKnight,-0.7702702702702703,0.14873697226638394
2001,WR, Bobby Shaw,-1.432932932932933,-0.5139256903962788
2001,WR, Plaxico Burress,-0.08458458458458458,0.8344226579520696
2001,WR, Randy Moss,0.6671671671671672,1.5861744097038213
2001,WR, Brandon Stokley,-1.404904904904905,-0.4858976623682507
2001,WR, Jake Reed,-1.3368368368368369,-0.4178295943001826
2001,WR, Corey Bradford,-1.2647647647647648,-0.3457575222281106
2001,WR, Pat Johnson,-0.38738738738738737,-0.14231878937761291
2001,WR, Bobby Engram,-1.524024024024024,-0.6050167814873697
2001,WR, Wayne Chrebet,-0.7157157157157157,0.14202437731849493
2001,WR, Thabiti Davis,-2.0425425425425425,-1.1235353000058883
2001,WR, James Williams,-0.3588588588588589,-0.05252311134664078
2001,WR, Robert Wilson,-1.5455455455455456,-0.687805452511335
2001,WR, Ron Dixon,-1.6956956956956957,-0.837955602661485
2001,WR, Troy Edwards,-1.538038038038038,-0.6190307955013838
2001,WR, Antonio Freeman,-0.33783783783783783,0.5811694046988164
2001,WR, Willie Jackson,-0.17367367367367367,0.7453335688629805
2001,WR, Steve Smith,-1.7497497497497498,-0.8920096567155392
2001,WR, David Terrell,-1.2647647647647648,-0.3457575222281106
2001,WR, Donald Hayes,-0.9314314314314315,-0.012424188894777255
2001,WR, James Thrash,0.013513513513513514,0.9325207560501677
2001,WR, Az-Zahir Hakim,-1.1366366366366367,-0.2176293940999825
2001,WR, Karl Williams,-1.4524524524524525,-0.5947123594182419
2001,WR, Will Blackwell,-1.8163163163163163,-1.0198433727845493
2001,WR, David Dunn,-1.4934934934934936,-0.8808219984690574
2001,WR, Keenan McCardell,0.17267267267267267,1.0916799152093268
2001,WR, Ricky Proehl,-0.9554554554554554,-0.03644821291880118
2001,WR, Ron Dugans,-1.497997997997998,-0.5789907554613438
2001,WR, Charles Johnson,-1.462962962962963,-0.666490019431196
2001,WR, Jermaine Lewis,-1.8938938938938938,-1.0361538008596831
2001,WR, Shawn Jefferson,-1.2557557557557557,-0.3367485132191015
2001,WR, Raghib Ismail,-0.36686686686686687,0.42960607666490014
2001,WR, Derrick Alexander,-0.6866866866866866,0.04851910734263676
2001,WR, Reidel Anthony,-1.545045045045045,-0.748572101513278
2001,WR, Alex Bannister,-2.0925925925925926,-1.1735853500559383
2001,WR, Reggie Barlow,-2.245745745745746,-1.3267385032090917
2001,WR, Avion Black,-1.682182182182182,-0.8857092386504151
2001,WR, Fabien Bownes,-2.15965965965966,-1.2406524171230056
2001,WR, Darrin Chiaverini,-1.7142142142142143,-0.79520697167756
2001,WR, Chris Cole,-1.8663663663663663,-0.9473591238297121
2001,WR, Chris Coleman,-1.9664664664664664,-1.0474592239298122
2001,WR, Germane Crowell,-1.45995995995996,-0.5409527174233058
2001,WR, Sean Dawkins,-1.7822822822822824,-0.8632750397456281
2001,WR, Dameane Douglas,-2.0905905905905904,-1.1715833480539362
2001,WR, Donald Driver,-1.2422422422422423,-0.5070364482129189
2001,WR, Brian Finneran,-1.0785785785785786,-0.15957133604192442
2001,WR, Trevor Gaylor,-0.6886886886886887,-0.1985514926691398
2001,WR, Reggie Germany,-1.5845845845845845,-0.7268444915503739
2001,WR, Damon Gibson,-2.0005005005005003,-1.081493257963846
2001,WR, Dondre Gilliam,-0.8538538538538538,-0.4862509568391921
2001,WR, Terry Glenn,-0.6856856856856857,-0.19554848966613675
2001,WR, Dante' Hall,-1.6666666666666667,-0.9314608726373433
2001,WR, Karl Hankton,-1.3653653653653655,-0.7526938703409293
2001,WR, Matthew Hatchette,-1.4189189189189189,-0.7449802743920391
2001,WR, Nate Jacquet,-1.2367367367367368,-0.6853323912147442
2001,WR, James Jett,-1.2417417417417418,-0.6903373962197492
2001,WR, Chad Johnson,-0.8863863863863863,-0.21244774185950654
2001,WR, Kevin Kasper,-1.1496496496496496,-0.598245304127657
2001,WR, Andre King,-0.5915915915915916,-0.22398869457692988
2001,WR, Marcus Knight,-0.5505505505505506,-0.30548195254077615
2001,WR, Michael Lewis,-1.0335335335335336,-0.6046634870164282
2001,WR, Kevin Lockett,-1.677177177177177,-0.7581699346405228
2001,WR, Darnerien McCants,-0.1046046046046046,-0.04333745510216099
2001,WR, Justin McCareins,-0.4694694694694695,-0.22440087145969503
2001,WR, Wane McGarity,-1.3318318318318318,-0.657893187304952
2001,WR, Freddie Mitchell,-1.3513513513513513,-0.4936112583171407
2001,WR, Sylvester Morris,-1.882882882882883,-1.0251427898486725
2001,WR, Yo Murphy,-2.2037037037037037,-1.2846964611670495
2001,WR, Jeff Ogden,-1.9134134134134133,-0.9944061708767591
2001,WR, Mareno Philyaw,-2.0535535535535536,-1.1345463110168994
2001,WR, Chad Plummer,-0.8468468468468469,-0.47924394983218516
2001,WR, Frank Rice,-2.1316316316316315,-1.2126243890949773
2001,WR, Marcus Robinson,-1.532032032032032,-0.6130247894953778
2001,WR, Emanuel Smith,-2.140640640640641,-1.2216333981039866
2001,WR, Vinny Sutherland,-1.90990990990991,-1.0521698168756992
2001,WR, Kevin Swayne,-1.6066066066066067,-0.7488665135723961
2001,WR, Reggie Swinton,-1.7637637637637638,-0.9060236707295531
2001,WR, Travis Taylor,-0.9164164164164165,0.0025908261202377547
2001,WR, Chris Thomas,-0.9039039039039038,-0.29123240887946766
2001,WR, Derrius Thompson,-2.0385385385385386,-1.1195312960018844
2001,WR, Chris Walsh,-1.8633633633633633,-0.9443561208267091
2001,WR, Alvis Whitted,-1.6511511511511512,-0.9772125066242714
2001,WR, Walter Williams,-2.0635635635635636,-1.1445563210269094
2001,WR, Cedrick Wilson,-0.7432432432432432,-0.4369074957310251
2001,WR, Bashir Yamini,-2.1336336336336337,-1.2146263910969795
2001,WR, David Boston,1.1756756756756757,2.09468291821233
2001,WR, Frank Sanders,-0.8148148148148148,0.042925278219395846
2001,WR, Larry Foster,-1.3538538538538538,-0.5573809103220868
2001,WR, Dedric Ward,-1.3463463463463463,-0.6111405523170229
2001,WR, Eddie Berlin,-1.4564564564564564,-0.8437849614320202
2001,WR, Martay Jenkins,-0.7272272272272272,0.0692457163045398
2001,WR, Larry Parker,-1.384884884884885,-0.5884119413531179
2001,WR, Travis McGriff,-0.6581581581581581,-0.35182241064594005
2001,WR, Jerry Porter,-1.6306306306306306,-0.77289053759642
2001,WR, Gari Scott,-0.27127127127127126,-0.14873697226638405
2001,WR, Tony Simmons,-0.8108108108108109,-0.44320791379614916
2001,WR, Troy Walters,-0.9309309309309309,-0.5633280339162692
2001,WR, Reggie Wayne,-1.112112112112112,-0.3769063180827886
2001,WR, Jammi German,-1.2112112112112112,-0.598539716186775
2001,WR, Ike Hilliard,-0.33983983983983984,0.45663310369192717
2001,WR, Trevor Insley,-0.94994994994995,-0.3372784549255138
2001,WR, Tim Baker,-0.3898898898898899,-0.20608844138255902
2001,WR, Danny Farmer,-1.2067067067067068,-0.532768062179827
